,name,player_id,age,season,team,MP,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,FG%,Avg_shot_dist,%_2point_attempts,%_FGA_0-3_dist,%_FGA_3-10_dist,%_FGA_10-16_dist,%_FGA_16-3pt_dist,%_3point_attempts,%FG_2point,%_FG_0-3_dist,%_FG_3-10_dist,%_FG_10-16_dist,%_FG_10-16_dist.1,3pt%,assisted_2pters,FG%_dunk_attempts,made_dunks,assisted_3pt%,%_corner_3pters,%_corner_3_made,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,predator_offense,predator_defense,predator_total,pace_impact,cluster
0,Bam Adebayo,adebaba01,22,2020,MIA,1865,0.473,8.8,24.2,16.8,22.5,1.8,3.4,17.2,19.9,4.1,3.0,7.1,0.183,0.578,5.7,0.98,0.48,0.307,0.147,0.046,0.02,0.588,0.746,0.462,0.43799999999999994,0.25,0.083,0.711,0.23399999999999999,130,1.0,0.667,0.125,-0.7957306506671863,2.1696702450669343,1.373939594399748,3.506719662473972,0.8227341565058526,4.329453818979825,0.0147145046291472,1.9990877350698468,2.013802239698995,4.648077702638157,4.648077702638157,-0.1053243742505927,1.108234335182297,1.002909960931704,-0.7728757913240295,5
1,LaMarcus Aldridge,aldrila01,34,2020,SAS,1661,0.245,6.4,18.1,12.2,11.3,0.9,4.3,7.9,23.3,3.3,1.3,4.6,0.133,0.495,13.7,0.8009999999999999,0.203,0.129,0.226,0.244,0.19899999999999998,0.52,0.7120000000000001,0.475,0.46,0.441,0.392,0.5579999999999999,0.042,29,0.95,0.183,0.39299999999999996,-0.4071401628954294,0.5262519510610283,0.1191117881655989,-0.7876733950164145,-2.2290775204359363,-3.016750915452351,-0.5533155182922662,0.0241591813334609,-0.5291563369588054,1.8949051835982549,1.8949051835982549,-0.5166045451347343,0.4854548885964406,-0.0311496565382937,-1.422239776899714,4
2,Nickeil Alexander-Walker,alexani01,21,2020,NOP,501,0.12300000000000001,1.7,15.3,8.4,20.5,1.0,1.2,14.3,22.9,-0.7,0.3,-0.4,-0.038,0.33899999999999997,16.3,0.485,0.22899999999999998,0.172,0.057,0.026000000000000002,0.515,0.336,0.462,0.205,0.231,0.33299999999999996,0.342,0.135,0.004,1,0.9,0.188,0.364,-3.0907727734009125,-1.7314346142295658,-4.822207387630479,0.6357831351560063,-3.7604546282561153,-3.124671493100108,-2.51512288386203,-2.224647445717531,-4.739770329579561,-0.5110530301579961,-0.5110530301579961,-0.9099614543532912,-2.290986469340872,-3.200947923694163,0.4909420452581587,0
3,Grayson Allen,allengr01,24,2020,MEM,498,0.19899999999999998,1.1,12.7,7.0,11.7,0.6,0.2,10.7,18.0,0.5,0.2,0.7,0.065,0.449,15.7,0.483,0.188,0.19899999999999998,0.091,0.006,0.517,0.541,0.758,0.4,0.43799999999999994,0.0,0.363,0.5870000000000001,0.063,10,0.97,0.275,0.48,-0.1563119851753222,-1.5712618267122378,-1.72757381188756,-1.034275996938158,-3.017205063099865,-4.0514810600380216,-0.32929521611231605,-1.954803679628832,-2.284098895741149,0.1189173495956561,0.1189173495956561,-0.632823782694542,-2.583427724328287,-3.2162515070228284,0.4665959883020226,3
4,Kyle Anderson,anderky01,26,2020,MEM,868,0.254,5.6,18.4,12.1,15.4,1.9,2.4,14.8,13.4,0.7,1.0,1.7,0.096,0.504,10.7,0.799,0.317,0.237,0.129,0.11599999999999999,0.201,0.575,0.648,0.604,0.44799999999999995,0.462,0.222,0.534,0.04,9,1.0,0.644,0.172,-0.6649417495072432,1.7720775049819195,1.107135755474677,-6.2381713295298695,2.35292811188611,-3.885243217643761,-1.841386342449626,2.015370263920332,0.173983921470706,1.363175121525003,1.363175121525003,-2.5128892398652654,1.281543481587536,-1.231345758277729,0.0858842417414289,5
5,Giannis Antetokounmpo,antetgi01,25,2020,MIL,1482,0.519,8.4,32.9,21.4,34.0,1.6,3.0,13.0,37.7,5.0,3.9,8.9,0.289,0.552,9.7,0.76,0.488,0.16,0.067,0.046,0.24,0.629,0.767,0.33799999999999997,0.433,0.457,0.311,0.43799999999999994,0.165,152,0.573,0.028999999999999998,0.28600000000000003,6.170028691398192,2.741364305843646,8.91139299724184,1.7570045096266191,5.825603132535868,7.582607642162486,5.500747327950243,3.466143126901028,8.966890454851269,9.406192120907972,9.406192120907972,5.265340480038464,2.7926028252305133,8.057943305268978,2.015292156034929,9
6,Carmelo Anthony,anthoca01,35,2020,POR,1299,0.187,4.2,16.6,10.5,6.7,1.2,1.2,10.4,21.9,-0.3,0.8,0.5,0.018000000000000002,0.419,14.5,0.708,0.2,0.09699999999999999,0.228,0.183,0.292,0.444,0.525,0.456,0.41,0.389,0.36,0.42700000000000005,0.031,12,0.919,0.18,0.516,-2.8901364948085235,-3.671838914612288,-6.561975409420812,1.9258613347522109,-3.0504750424079483,-1.1246137076557372,-2.094426272552635,-3.7312405889280136,-5.825666861480648,-2.065229287376977,-2.065229287376977,-1.3499728337882229,-3.2697369555268465,-4.619709789315071,-1.142193705439866,0
7,OG Anunoby,anunoog01,22,2020,TOR,1574,0.147,4.1,15.1,9.7,7.5,1.9,2.2,12.1,14.6,1.3,2.6,3.8,0.11699999999999999,0.499,11.7,0.593,0.45299999999999996,0.109,0.02,0.011000000000000001,0.40700000000000003,0.5920000000000001,0.6829999999999999,0.3,0.33299999999999996,0.2,0.364,0.665,0.153,67,0.941,0.49700000000000005,0.355,-2.055292773631241,1.7898896433390812,-0.2654031302921609,1.6527266521538702,-1.160509299671867,0.492217352482003,-1.426298253958204,1.2363017528456728,-0.1899965011125311,2.1072564166346432,2.1072564166346432,-1.315346917331748,1.538164557046833,0.2228176397150849,0.0239654287270805,1
8,Ryan Arcidiacono,arcidry01,25,2020,CHI,765,0.156,2.2,10.7,6.3,14.5,1.3,0.4,13.5,12.4,0.6,0.6,1.2,0.073,0.396,18.8,0.35600000000000004,0.149,0.099,0.08900000000000001,0.02,0.644,0.41700000000000004,0.5670000000000001,0.25,0.33299999999999996,0.5,0.385,0.5329999999999999,0.0,0,0.88,0.3,0.462,-0.7671718315410011,1.738517346828589,0.9713455152875882,-3.569935327257129,2.7663168665746154,-0.8036184606825145,-1.3437384911099142,2.064917197815805,0.7211787067058906,1.4676645364869658,1.4676645364869658,-2.147252997957318,1.182332047300796,-0.9649209506565224,0.2125544405653809,8
9,Trevor Ariza,arizatr01,34,2020,POR,1138,0.171,2.7,16.6,9.5,8.1,2.3,0.9,12.3,11.4,0.9,1.1,2.0,0.083,0.38799999999999996,19.4,0.261,0.188,0.042,0.012,0.018000000000000002,0.7390000000000001,0.488,0.677,0.0,0.0,0.0,0.35200000000000004,0.5710000000000001,0.036000000000000004,6,0.977,0.369,0.33299999999999996,-0.6064073675213902,2.606224985987486,1.999817618466095,4.033675813845399,-2.632683893256725,1.400991920588674,0.3149690212936966,1.7067024955341217,2.021671516827819,0.9327515634920721,0.9327515634920721,0.078912898401988,1.7960547360982582,1.8749676345002455,0.30387796278142104,7
15,D.J. Augustin,augusdj01,32,2020,ORL,1013,0.39899999999999997,1.5,8.7,5.0,27.2,1.3,0.1,12.4,18.8,1.5,0.8,2.3,0.10800000000000001,0.39,17.2,0.579,0.177,0.177,0.131,0.095,0.42100000000000004,0.426,0.569,0.24100000000000002,0.535,0.355,0.341,0.16,0.0,0,0.574,0.12300000000000001,0.294,0.1668807907801277,-2.1907974680195,-2.023916677239372,-3.436022987194727,5.002608211908903,1.5665852247141767,-0.5304615182358263,-0.8675710046022043,-1.398032522838031,0.6978538406148056,0.6978538406148056,-0.9679972827566999,-0.8630652844376646,-1.831062567194365,-1.7138700722633895,0
16,Dwayne Bacon,bacondw01,24,2020,CHA,687,0.217,2.3,14.0,7.9,11.6,1.7,0.3,12.2,19.4,-1.2,0.4,-0.8,-0.054000000000000006,0.348,11.6,0.725,0.32,0.23800000000000002,0.107,0.061,0.275,0.373,0.449,0.345,0.231,0.33299999999999996,0.284,0.47,0.012,3,0.895,0.149,0.3,-5.284590324050313,-1.092100645098999,-6.376690969149313,-2.82216258575396,1.92578041937366,-0.8963821663802995,-5.033294260390059,-0.4877141434324204,-5.521008403822478,-0.9667042457325408,-0.9667042457325408,-4.654743081745655,-1.642332360145556,-6.297075441891212,-0.4784371101986801,0
17,Marvin Bagley III,baglema01,20,2020,SAC,334,0.18600000000000005,9.5,23.7,16.4,5.0,0.9,3.4,9.1,25.9,0.0,0.3,0.4,0.055,0.467,8.2,0.868,0.431,0.293,0.06,0.084,0.132,0.51,0.6809999999999999,0.306,0.2,0.5710000000000001,0.182,0.635,0.174,25,1.0,0.045,0.0,-3.621302237419503,0.36983511121302,-3.251467126206482,-4.239739859409297,-3.930757656304419,-8.170497515713716,-3.954131364627572,-0.4852353082999907,-4.439366672927563,-0.2883184167648072,-0.2883184167648072,-3.2687204141489863,-0.0054001087742869,-3.274120522923273,0.1555259625456164,5
18,Lonzo Ball,balllo01,22,2020,NOP,1503,0.10099999999999999,3.7,16.4,10.0,28.7,1.9,1.3,20.3,18.7,0.3,1.3,1.6,0.052000000000000005,0.4,17.9,0.424,0.209,0.081,0.052000000000000005,0.083,0.5760000000000001,0.445,0.619,0.25,0.28600000000000003,0.311,0.36700000000000005,0.431,0.026000000000000002,13,0.7979999999999999,0.228,0.33799999999999997,-0.8537071949787428,0.1014037706262569,-0.752303424352486,0.101418760934353,0.1638489430581091,0.2652677039924621,-0.7308578455159527,0.1439822994734778,-0.5868755460424748,1.7183587424945632,1.7183587424945632,0.858618670300065,0.4567188634988608,1.315337533798926,0.9264552787678406,7
19,Mo Bamba,bambamo01,21,2020,ORL,747,0.135,10.3,25.8,17.7,6.8,1.3,8.7,13.4,16.9,0.4,1.5,2.0,0.126,0.467,13.6,0.638,0.413,0.125,0.038,0.063,0.363,0.542,0.677,0.2,0.444,0.4,0.33299999999999996,0.5660000000000001,0.158,36,1.0,0.10300000000000001,0.222,-2.178764020398712,2.288653093825464,0.1098890734267521,-0.3636816345294376,3.162566886538754,2.798885252009316,-1.8948217913606784,2.613761823100356,0.7189400317396779,1.3345762581321925,1.3345762581321925,-1.867045298960048,2.373782916385806,0.5067376174257583,-0.5302489971987453,5
20,J.J. Barea,bareajo01,35,2020,DAL,263,0.109,3.2,10.2,6.8,37.5,0.6,0.3,13.5,25.3,0.7,0.1,0.8,0.14800000000000002,0.446,14.3,0.612,0.281,0.14400000000000002,0.122,0.065,0.38799999999999996,0.45899999999999996,0.59,0.35,0.294,0.444,0.426,0.10300000000000001,0.0,0,0.391,0.13,0.5710000000000001,3.3468725551018483,0.6569019341326798,4.003774489234528,2.106736945370436,-1.902221660659571,0.2045152847108653,3.1660273282878357,0.1629378595221546,3.32896518780999,0.8745220400475913,0.8745220400475913,3.7805828306252014,-2.0092926250979866,1.7712902055272142,-0.0113833978795771,6
21,Harrison Barnes,barneha02,27,2020,SAC,1870,0.353,3.0,13.2,8.0,9.4,0.8,0.4,8.6,17.7,2.4,0.9,3.3,0.085,0.456,11.9,0.659,0.284,0.285,0.061,0.028999999999999998,0.341,0.496,0.685,0.369,0.342,0.222,0.379,0.512,0.04,23,0.8640000000000001,0.374,0.35,-0.0834477743623112,-0.7005571632570062,-0.7840049376193174,0.0587399549300711,0.9802593366943037,1.0389992916243749,-0.0410316963332994,-0.3800945848665362,-0.4211262811998356,2.3185006554407366,2.3185006554407366,-0.3016415229950321,-0.4474216474594996,-0.7490631704545317,0.2245641329154702,3
22,RJ Barrett,barrerj01,19,2020,NYK,1372,0.35600000000000004,3.3,14.7,8.8,12.1,1.6,1.1,12.5,23.2,-1.5,0.9,-0.5,-0.019,0.389,10.6,0.735,0.392,0.209,0.059000000000000004,0.075,0.265,0.418,0.55,0.244,0.314,0.295,0.308,0.348,0.061,30,0.9790000000000001,0.34,0.34,-2.30497336764518,-1.5805554707349008,-3.885528838380081,-3.226085349679541,-3.4863983706953547,-6.712483720374896,-2.556538777128224,-2.0447062844206862,-4.60124506154891,-1.33130759261406,-1.33130759261406,-3.061583136756786,-1.595232910846316,-4.656816047603102,0.7678431346187402,3
23,Will Barton,bartowi01,29,2020,DEN,1598,0.183,4.9,16.6,10.7,16.3,1.6,1.4,9.1,19.9,2.2,1.9,4.1,0.12300000000000001,0.445,14.2,0.629,0.281,0.187,0.085,0.077,0.371,0.484,0.598,0.319,0.40700000000000003,0.551,0.38,0.371,0.036000000000000004,22,0.6890000000000001,0.11800000000000001,0.5,1.914492188948361,1.247581327177219,3.16207351612558,2.8114594056707607,1.78929330839811,4.600752714068872,2.192821434340469,1.414280994029559,3.607102428370028,5.248776573229508,5.248776573229508,1.591960986380644,1.781561466457523,3.373522452838168,-0.6702776131530632,4
24,Keita Bates-Diop,bateske01,24,2020,MIN,665,0.332,3.2,14.8,8.8,6.6,1.2,2.6,5.5,15.7,0.7,0.5,1.2,0.087,0.42200000000000004,13.4,0.544,0.354,0.136,0.039,0.015,0.456,0.5,0.644,0.25,0.125,0.33299999999999996,0.33,0.6609999999999999,0.039,8,0.968,0.40399999999999997,0.42100000000000004,-1.273453126355635,-2.564125666722002,-3.837578793077638,-7.523191981989125,-1.086735396003019,-8.609927377992145,-2.636698274632955,-2.397014693985596,-5.033712968618551,-0.7475740161313146,-0.7475740161313146,-3.44485475349179,-2.605592317940315,-6.050447071432107,-0.6930596545167982,3
28,Nicolas Batum,batumni01,31,2020,CHA,505,0.12300000000000001,5.2,16.8,10.8,18.2,1.7,1.5,20.5,9.3,0.2,0.4,0.6,0.053,0.34600000000000003,18.1,0.395,0.222,0.012,0.07400000000000001,0.086,0.605,0.43799999999999994,0.611,1.0,0.33299999999999996,0.0,0.28600000000000003,0.214,0.037000000000000005,3,0.929,0.38799999999999996,0.316,-1.332549644341806,3.2686642605796337,1.936114616237828,3.368059991328956,-0.4408966710279414,2.9271633203010152,-0.4313653813364651,2.7390537855500687,2.307688404213604,1.2964208401630148,1.2964208401630148,-0.7794766161615683,1.9687218320398217,1.1892452158782545,-0.5243692055125003,7
29,Aron Baynes,baynear01,33,2020,PHO,756,0.205,7.7,20.3,13.9,12.6,0.4,2.2,10.7,20.5,1.1,0.6,1.7,0.11,0.493,13.0,0.5760000000000001,0.342,0.17800000000000002,0.036000000000000004,0.02,0.424,0.611,0.6629999999999999,0.611,0.364,0.16699999999999998,0.33299999999999996,0.748,0.08900000000000001,25,1.0,0.132,0.17600000000000002,-1.092020636785364,-0.153120763671655,-1.2451414004570192,-0.111452214385848,-1.4467602653148168,-1.5582124797006651,-0.9520228003321518,-0.4152220425692421,-1.367244842901394,0.5525742289682108,0.5525742289682108,-1.321976741385222,0.447982008005846,-0.8739947333793764,0.4261545367684795,1
30,Kent Bazemore,bazemke01,30,2020,SAC,1333,0.252,1.7,15.3,8.5,7.2,2.0,2.2,13.7,16.8,-1.1,1.1,0.1,0.003,0.34700000000000003,16.8,0.475,0.212,0.10400000000000001,0.083,0.077,0.525,0.368,0.46399999999999997,0.235,0.259,0.4,0.327,0.40399999999999997,0.015,5,0.946,0.433,0.297,-0.7014507210894486,4.3477677734073845,3.646317052317936,-1.9763693399739832,1.4588435672432691,-0.5175257727307139,-0.99965121916946,4.0208263717328325,3.021175152563372,0.8091360948494768,0.8091360948494768,0.0494887371305981,3.4176078833739303,3.4670966205045284,-0.074166577867737,7
38,Darius Bazley,bazleda01,19,2020,OKC,909,0.204,2.6,20.6,11.9,4.3,1.1,3.3,13.8,14.1,-0.8,1.2,0.4,0.021,0.38299999999999995,13.0,0.565,0.3,0.222,0.026000000000000002,0.017,0.435,0.446,0.623,0.21600000000000003,0.33299999999999996,0.5,0.3,0.638,0.1,20,0.9670000000000001,0.43,0.326,-4.474881575144369,1.9687480389991616,-2.506133536145208,-8.172243861810642,4.314027237683252,-3.8582166241273903,-5.52801018850583,2.5741998743932077,-2.953810314112621,-0.0940872239773887,-0.0940872239773887,-5.624364568114526,1.201840186843623,-4.422524381270903,-0.4687175360891416,3
39,Bradley Beal,bealbr01,26,2020,WAS,1635,0.358,2.9,10.8,6.7,29.0,1.4,0.9,11.2,33.5,3.7,0.2,3.9,0.11599999999999999,0.45299999999999996,14.5,0.64,0.24600000000000002,0.142,0.135,0.11699999999999999,0.36,0.528,0.687,0.40399999999999997,0.45799999999999996,0.424,0.32,0.361,0.03,29,0.65,0.13,0.34,5.0703655807865875,-3.096793368509279,1.9735722122773105,3.0543233637627365,-7.410315996906912,-4.355992633144177,4.958276411906988,-4.112050430102757,0.8462259818042321,3.0924209180430986,3.0924209180430986,4.959288652803688,-4.190755126858865,0.7685335259448243,1.004447823547991,6
40,Malik Beasley,beaslma01,23,2020,DEN,844,0.12,1.6,11.0,6.3,10.0,1.9,0.6,10.3,21.3,0.0,0.8,0.8,0.045,0.389,18.0,0.465,0.14300000000000002,0.13,0.10300000000000001,0.09,0.535,0.42100000000000004,0.581,0.231,0.452,0.40700000000000003,0.36,0.644,0.023,5,0.966,0.193,0.419,-1.812381259955046,0.740581453533773,-1.0717998064212728,0.1823477479579456,0.6687531235728619,0.8511008715308075,-1.533654166927413,0.7626989366124945,-0.7709552303149181,0.75474773041585,0.75474773041585,-1.3890430408011898,0.128153377088004,-1.260889663713187,0.2038568981554568,8
48,Marco Belinelli,belinma01,33,2020,SAS,710,0.171,0.5,11.0,5.7,11.6,0.6,0.0,5.1,16.6,0.2,0.1,0.3,0.022000000000000002,0.376,20.4,0.44,0.08800000000000001,0.044000000000000004,0.052000000000000005,0.256,0.56,0.409,0.591,0.182,0.385,0.391,0.35,0.9329999999999999,0.0,0,0.898,0.214,0.3,-0.9119868610053108,-4.463879662846754,-5.375866523852063,2.552481187932716,-0.9213222613294862,1.63115892660323,-0.2507083746889917,-3.999219415041629,-4.24992778973062,-0.5409995186979998,-0.5409995186979998,-0.5084946135402287,-4.632926544164212,-5.141421157704442,-0.4388835703931416,8
49,DeAndre' Bembry,bembrde01,25,2020,ATL,915,0.21100000000000002,4.0,14.0,9.0,12.4,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,0.456,9.7,0.715,0.469,0.20600000000000002,0.031,0.009000000000000001,0.285,0.546,0.607,0.426,0.5710000000000001,0.0,0.231,0.584,0.096,19,1.0,0.4,0.308,-3.187634945112761,2.11809806571161,-1.069536879401152,-6.429819970277838,0.9685205838632588,-5.461299386414579,-4.055534900916714,2.072554363677217,-1.982980537239498,0.35973540897465994,0.35973540897465994,-3.262821557874036,1.9043291698366984,-1.358492388037338,0.4745187751237603,3
50,Davis Bertans,bertada01,27,2020,WAS,1291,0.184,2.5,14.9,8.5,8.5,1.2,1.9,7.4,18.3,2.6,0.3,3.0,0.11,0.435,21.8,0.243,0.10800000000000001,0.065,0.037000000000000005,0.033,0.757,0.47600000000000003,0.655,0.303,0.42100000000000004,0.294,0.42200000000000004,0.746,0.028999999999999998,14,0.914,0.078,0.5,2.660160549245957,-0.2267413137567731,2.433419235489184,5.757697558594711,0.0932962767881544,5.850993835382866,3.457694086390147,-0.0826098747861985,3.3750842116039483,4.15754269017981,4.15754269017981,4.294194308092574,-0.4251335316157621,3.869060776476812,1.038516654305507,8
51,Patrick Beverley,beverpa01,31,2020,LAC,1121,0.131,4.8,16.1,10.6,18.8,2.1,2.0,14.9,13.3,1.3,1.7,3.1,0.131,0.43,17.1,0.395,0.20600000000000002,0.13699999999999998,0.038,0.013999999999999999,0.605,0.53,0.617,0.5,0.273,0.25,0.364,0.311,0.006999999999999999,1,0.9690000000000001,0.313,0.4,0.7717829843694946,3.660196441495853,4.431979425865348,3.76605283168289,3.314304540813461,7.080357372496351,1.416963134383605,3.77028333976009,5.187246474143695,4.519781921340924,4.519781921340924,1.061439534523063,4.494273291643432,5.555712826166495,-0.4450063628872065,7
52,Goga Bitadze,bitadgo01,20,2020,IND,362,0.26899999999999996,6.8,19.8,13.3,7.2,0.4,6.6,14.8,17.3,0.0,0.5,0.5,0.069,0.48200000000000004,12.6,0.768,0.27699999999999997,0.17,0.161,0.161,0.23199999999999998,0.581,0.774,0.526,0.33299999999999996,0.556,0.154,0.86,0.098,11,1.0,0.115,0.33299999999999996,-4.7856480405264765,-0.8141383715745555,-5.599786412101032,-3.330938323044529,-1.06485025285912,-4.39578857590365,-4.7794583418276435,-0.9642748453808014,-5.743733187208448,-0.5521213508127039,-0.5521213508127039,-4.563440331905712,-1.424271138070502,-5.987711469976214,-0.1473217930902201,5
53,Nemanja Bjelica,bjeline01,31,2020,SAC,1535,0.11800000000000001,6.4,19.3,12.6,14.6,1.5,2.0,12.7,17.7,2.8,1.5,4.3,0.135,0.483,15.3,0.519,0.258,0.19699999999999998,0.032,0.032,0.48100000000000004,0.516,0.601,0.44799999999999995,0.353,0.41200000000000003,0.447,0.531,0.026000000000000002,14,0.948,0.14,0.556,1.907083694555905,-0.4950724607309634,1.4120112338249418,4.373760081738071,-2.589954178413056,1.783805903325015,2.558561918825873,-0.9491227602214638,1.609439158604409,3.521516429723277,3.521516429723277,2.412545419774877,0.0566968052969043,2.4692422250717807,-0.622301075525713,4
54,Eric Bledsoe,bledser01,30,2020,MIL,1246,0.295,2.9,13.6,8.6,28.2,1.6,1.5,15.0,24.2,2.2,2.3,4.6,0.175,0.48200000000000004,12.0,0.6970000000000001,0.341,0.192,0.095,0.068,0.303,0.542,0.711,0.36,0.418,0.385,0.34299999999999997,0.303,0.003,2,0.45,0.126,0.273,2.222292626676064,0.9448545468295186,3.1671471735055827,1.467272674170267,1.9870055912353968,3.454278265405664,2.129428205373668,1.131433394791241,3.2608616001649087,4.041951889420212,4.041951889420212,1.7171171997349093,0.9304565206409832,2.647573720375893,1.412285020568584,6
55,Bogdan Bogdanovic,bogdabo01,27,2020,SAC,1213,0.158,1.3,11.6,6.3,17.2,1.6,0.9,12.1,22.9,0.7,0.8,1.6,0.061,0.43,18.7,0.41700000000000004,0.11699999999999999,0.12,0.09699999999999999,0.084,0.583,0.524,0.6409999999999999,0.424,0.45299999999999996,0.5870000000000001,0.363,0.325,0.004,2,0.836,0.175,0.33899999999999997,0.8160675895554201,-0.5282830793808483,0.2877845101745719,-2.276179622149733,0.81325635381338,-1.462923268336354,0.2330357587025731,-0.269061805228005,-0.0360260465254318,1.7454722730416432,1.7454722730416432,0.8453860968277748,0.1317077926328368,0.9770938894606116,-0.8372508310883869,8
56,Bojan Bogdanovic,bogdabo02,30,2020,UTA,1763,0.28800000000000003,1.9,11.1,6.7,10.1,0.8,0.3,12.9,25.9,2.6,1.6,4.2,0.114,0.449,15.5,0.509,0.195,0.20600000000000002,0.077,0.031,0.491,0.475,0.685,0.363,0.32799999999999996,0.26899999999999996,0.42200000000000004,0.512,0.028999999999999998,20,0.866,0.272,0.486,1.1917595443133808,-1.500045296678941,-0.3082857523655607,4.986046674823035,0.0352113295838146,5.0212580044068496,1.983681544832195,-1.2800106736586507,0.7036708711735444,3.2431368913640424,3.2431368913640424,1.6071369678002692,-1.94953629998236,-0.3423993321820911,0.5312426902093184,4
57,Isaac Bonga,bongais01,20,2020,WAS,850,0.363,6.3,13.8,9.9,8.0,1.8,1.8,15.3,10.5,1.2,0.4,1.6,0.08900000000000001,0.534,9.5,0.7240000000000001,0.491,0.172,0.043,0.018000000000000002,0.276,0.585,0.6629999999999999,0.5,0.14300000000000002,0.33299999999999996,0.4,0.58,0.049,6,1.0,0.42200000000000004,0.526,-0.0799316235411169,0.8421620092042446,0.7622303856631276,-0.026301273106591,6.104985148711934,6.0786838756053445,-0.0913456290340172,2.099899150090895,2.008553521056877,2.116547563865962,2.116547563865962,-0.6935506620720409,1.5445120250756383,0.8509613630035973,0.2100835886832498,1
58,Devin Booker,bookede01,23,2020,PHO,1866,0.40399999999999997,1.5,11.6,6.4,29.5,1.0,0.6,15.6,29.7,4.4,1.1,5.5,0.141,0.494,14.0,0.6940000000000001,0.23600000000000002,0.13,0.21100000000000002,0.11800000000000001,0.306,0.5529999999999999,0.747,0.452,0.473,0.41700000000000004,0.36,0.445,0.017,17,0.636,0.094,0.28600000000000003,3.350228718148992,-2.66567482245427,0.6845538956947208,6.067800901886899,-2.005901742525231,4.061899159361668,4.1466513875541295,-2.679079307275205,1.467572080278924,4.229070037778046,4.229070037778046,3.5115734634991385,-2.414203415747813,1.097370047751326,1.440281361997833,6
59,Chris Boucher,bouchch01,27,2020,TOR,607,0.39899999999999997,14.3,20.4,17.4,4.9,1.3,6.5,7.1,19.9,1.4,1.2,2.7,0.21,0.461,11.3,0.635,0.483,0.113,0.013000000000000001,0.026000000000000002,0.365,0.568,0.622,0.462,0.0,0.33299999999999996,0.27399999999999997,0.687,0.17,37,1.0,0.14300000000000002,0.083,1.567531274753701,2.025508917707199,3.5930401924609,0.1274012238976682,0.6569197100813975,0.7843209339790657,1.328443900217366,1.751052892133087,3.079496792350453,1.8473065099719868,1.8473065099719868,1.6123117685813548,1.655705107023873,3.268016875605228,0.0178173640591854,5
60,Ky Bowman,bowmaky01,22,2020,GSW,875,0.127,2.4,10.1,6.1,20.2,2.0,0.6,15.9,16.8,-0.5,0.4,0.0,-0.001,0.405,14.8,0.659,0.21600000000000003,0.155,0.145,0.142,0.341,0.456,0.6409999999999999,0.261,0.442,0.405,0.307,0.449,0.044000000000000004,11,0.71,0.248,0.44,-3.3940274722334065,-1.1503703730318795,-4.544397845265285,-3.0149336647514464,3.2203887078325497,0.2054550430811037,-3.4588376081031345,-0.2497143197347108,-3.7085519278378474,-0.4392669497143141,-0.4392669497143141,-3.653487864431503,0.4455541555237384,-3.207933708907765,-0.5424621111787059,0
61,Avery Bradley,bradlav01,29,2020,LAL,911,0.068,2.1,8.2,5.2,6.6,1.6,0.3,10.8,15.9,0.2,1.0,1.2,0.063,0.461,16.2,0.594,0.19699999999999998,0.09,0.081,0.226,0.406,0.522,0.639,0.5,0.48,0.44299999999999995,0.373,0.7709999999999999,0.003,1,0.894,0.444,0.33899999999999997,-1.7508362281505232,-0.5502411965921203,-2.301077424742643,-1.85806280633931,1.268164347948094,-0.5898984583912155,-1.918945805897201,-0.2572828955409721,-2.176228701438173,0.2758216461845291,0.2758216461845291,-2.1039191225442297,0.7394293886827545,-1.364489733861475,0.2401842865126174,8
62,Mikal Bridges,bridgmi01,23,2020,PHO,1413,0.273,3.6,13.5,8.4,8.5,2.7,1.9,12.7,12.6,1.5,1.7,3.2,0.109,0.503,12.0,0.633,0.414,0.11800000000000001,0.071,0.03,0.36700000000000005,0.603,0.721,0.35,0.33299999999999996,0.6,0.331,0.752,0.11800000000000001,34,1.0,0.46,0.386,-0.1348393871704886,1.5200468515515917,1.385207464381104,-0.6045124796078192,2.715053327593962,2.110540847986143,-0.253500664069329,1.8774479926301015,1.623947328560773,3.276928536949652,3.276928536949652,-0.8538877954290558,2.3285858470687844,1.4746980516397292,0.1690448243717435,1
63,Miles Bridges,bridgmi02,21,2020,CHA,1657,0.16899999999999998,4.8,15.3,9.8,9.0,1.0,2.2,11.2,19.5,0.6,1.0,1.5,0.045,0.43799999999999994,12.9,0.598,0.305,0.22399999999999998,0.05,0.019,0.402,0.503,0.643,0.361,0.281,0.5,0.341,0.49700000000000005,0.07200000000000001,41,0.955,0.353,0.40700000000000003,-1.225793083628694,-1.390263957709186,-2.616057041337879,-1.41469414287193,-5.1419953443451965,-6.556689487217126,-1.278723172355597,-2.204411897733435,-3.483135070089032,-0.6432569059338106,-0.6432569059338106,-1.4575927572275331,-2.4193946316898387,-3.876987388917372,-0.3117494256694859,3
