,name,player_id,age,season,team,MP,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,FG%,Avg_shot_dist,%_2point_attempts,%_FGA_0-3_dist,%_FGA_3-10_dist,%_FGA_10-16_dist,%_FGA_16-3pt_dist,%_3point_attempts,%FG_2point,%_FG_0-3_dist,%_FG_3-10_dist,%_FG_10-16_dist,%_FG_10-16_dist.1,3pt%,assisted_2pters,FG%_dunk_attempts,made_dunks,assisted_3pt%,%_corner_3pters,%_corner_3_made,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,predator_offense,predator_defense,predator_total,pace_impact
48,Malik Beasley,beaslma01,23,2020,MIN,844,0.12,1.6,11.0,6.3,10.0,1.9,0.6,10.3,21.3,0.0,0.8,0.8,0.045,.389,18.0,.465,.143,.130,.103,.090,.535,.421,.581,.231,.452,.407,.360,.644,.023,5,.966,.193,.419,3.7224326790458666,-3.6971055560739083,0.0253271229719592,12.93839170160465,-4.382648865371461,8.555742836233186,5.935117696360992,-4.057070673837965,1.8780470225230268,0.3180697295403651,0.3180697295403651,7.061242289688817,-3.296184812526628,3.765057477162189,0.5368606088107851
49,Malik Beasley,beaslma01,23,2020,DEN,844,0.12,1.6,11.0,6.3,10.0,1.9,0.6,10.3,21.3,0.0,0.8,0.8,0.045,.460,16.8,.471,.172,.138,.092,.069,.529,.488,.600,.500,.500,.167,.435,.800,.057,4,.850,.152,.286,-1.812381259955046,0.740581453533773,-1.0717998064212728,0.1823477479579456,0.6687531235728619,0.8511008715308075,-1.533654166927413,0.7626989366124945,-0.7709552303149181,0.75474773041585,0.75474773041585,-1.3890430408011898,0.128153377088004,-1.260889663713187,0.2038568981554568
50,Malik Beasley,beaslma01,23,2020,MIN,844,0.12,1.6,11.0,6.3,10.0,1.9,0.6,10.3,21.3,0.0,0.8,0.8,0.045,.460,16.8,.471,.172,.138,.092,.069,.529,.488,.600,.500,.500,.167,.435,.800,.057,4,.850,.152,.286,3.7224326790458666,-3.6971055560739083,0.0253271229719592,12.93839170160465,-4.382648865371461,8.555742836233186,5.935117696360992,-4.057070673837965,1.8780470225230268,0.3180697295403651,0.3180697295403651,7.061242289688817,-3.296184812526628,3.765057477162189,0.5368606088107851
51,Malik Beasley,beaslma01,23,2020,DEN,746,0.126,1.3,10.1,5.7,9.2,2.1,0.7,10.2,20.5,-0.1,0.8,0.6,0.042,.389,18.0,.465,.143,.130,.103,.090,.535,.421,.581,.231,.452,.407,.360,.644,.023,5,.966,.193,.419,-1.812381259955046,0.740581453533773,-1.0717998064212728,0.1823477479579456,0.6687531235728619,0.8511008715308075,-1.533654166927413,0.7626989366124945,-0.7709552303149181,0.75474773041585,0.75474773041585,-1.3890430408011898,0.128153377088004,-1.260889663713187,0.2038568981554568
52,Malik Beasley,beaslma01,23,2020,MIN,746,0.126,1.3,10.1,5.7,9.2,2.1,0.7,10.2,20.5,-0.1,0.8,0.6,0.042,.389,18.0,.465,.143,.130,.103,.090,.535,.421,.581,.231,.452,.407,.360,.644,.023,5,.966,.193,.419,3.7224326790458666,-3.6971055560739083,0.0253271229719592,12.93839170160465,-4.382648865371461,8.555742836233186,5.935117696360992,-4.057070673837965,1.8780470225230268,0.3180697295403651,0.3180697295403651,7.061242289688817,-3.296184812526628,3.765057477162189,0.5368606088107851
53,Malik Beasley,beaslma01,23,2020,DEN,746,0.126,1.3,10.1,5.7,9.2,2.1,0.7,10.2,20.5,-0.1,0.8,0.6,0.042,.460,16.8,.471,.172,.138,.092,.069,.529,.488,.600,.500,.500,.167,.435,.800,.057,4,.850,.152,.286,-1.812381259955046,0.740581453533773,-1.0717998064212728,0.1823477479579456,0.6687531235728619,0.8511008715308075,-1.533654166927413,0.7626989366124945,-0.7709552303149181,0.75474773041585,0.75474773041585,-1.3890430408011898,0.128153377088004,-1.260889663713187,0.2038568981554568
54,Malik Beasley,beaslma01,23,2020,MIN,746,0.126,1.3,10.1,5.7,9.2,2.1,0.7,10.2,20.5,-0.1,0.8,0.6,0.042,.460,16.8,.471,.172,.138,.092,.069,.529,.488,.600,.500,.500,.167,.435,.800,.057,4,.850,.152,.286,3.7224326790458666,-3.6971055560739083,0.0253271229719592,12.93839170160465,-4.382648865371461,8.555742836233186,5.935117696360992,-4.057070673837965,1.8780470225230268,0.3180697295403651,0.3180697295403651,7.061242289688817,-3.296184812526628,3.765057477162189,0.5368606088107851
59,Marco Belinelli,belinma01,33,2020,SAS,710,0.171,0.5,11.0,5.7,11.6,0.6,0.0,5.1,16.6,0.2,0.1,0.3,0.022,.376,20.4,.440,.088,.044,.052,.256,.560,.409,.591,.182,.385,.391,.350,.933,.000,0,.898,.214,.300,-0.9119868610053108,-4.463879662846754,-5.375866523852063,2.552481187932716,-0.9213222613294862,1.63115892660323,-0.2507083746889917,-3.999219415041629,-4.24992778973062,-0.5409995186979998,-0.5409995186979998,-0.5084946135402287,-4.632926544164212,-5.141421157704442,-0.4388835703931416
60,DeAndre' Bembry,bembrde01,25,2020,ATL,915,0.211,4.0,14.0,9.0,12.4,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,.456,9.7,.715,.469,.206,.031,.009,.285,.546,.607,.426,.571,.000,.231,.584,.096,19,1.000,.400,.308,-3.1876349451127615,2.11809806571161,-1.069536879401152,-6.429819970277838,0.9685205838632588,-5.461299386414579,-4.055534900916714,2.0725543636772166,-1.982980537239498,0.35973540897465994,0.35973540897465994,-3.262821557874036,1.9043291698366982,-1.3584923880373379,0.4745187751237603
61,Davis Bertans,bertada01,27,2020,WAS,1291,0.184,2.5,14.9,8.5,8.5,1.2,1.9,7.4,18.3,2.6,0.3,3.0,0.11,.435,21.8,.243,.108,.065,.037,.033,.757,.476,.655,.303,.421,.294,.422,.746,.029,14,.914,.078,.500,2.660160549245957,-0.2267413137567731,2.433419235489184,5.757697558594711,0.0932962767881544,5.850993835382866,3.457694086390147,-0.0826098747861985,3.3750842116039483,4.15754269017981,4.15754269017981,4.294194308092574,-0.42513353161576206,3.869060776476812,1.038516654305507
62,Patrick Beverley,beverpa01,31,2020,LAC,1121,0.131,4.8,16.1,10.6,18.8,2.1,2.0,14.9,13.3,1.3,1.7,3.1,0.131,.430,17.1,.395,.206,.137,.038,.014,.605,.530,.617,.500,.273,.250,.364,.311,.007,1,.969,.313,.400,0.7717829843694946,3.660196441495853,4.4319794258653475,3.76605283168289,3.3143045408134615,7.080357372496351,1.416963134383605,3.77028333976009,5.187246474143695,4.519781921340924,4.519781921340924,1.061439534523063,4.494273291643432,5.555712826166495,-0.4450063628872065
63,Goga Bitadze,bitadgo01,20,2020,IND,362,0.269,6.8,19.8,13.3,7.2,0.4,6.6,14.8,17.3,0.0,0.5,0.5,0.069,.482,12.6,.768,.277,.170,.161,.161,.232,.581,.774,.526,.333,.556,.154,.860,.098,11,1.000,.115,.333,-4.7856480405264765,-0.8141383715745555,-5.599786412101032,-3.3309383230445295,-1.06485025285912,-4.39578857590365,-4.779458341827644,-0.9642748453808014,-5.743733187208448,-0.5521213508127039,-0.5521213508127039,-4.563440331905712,-1.424271138070502,-5.987711469976214,-0.1473217930902201
64,Nemanja Bjelica,bjeline01,31,2020,SAC,1535,0.118,6.4,19.3,12.6,14.6,1.5,2.0,12.7,17.7,2.8,1.5,4.3,0.135,.483,15.3,.519,.258,.197,.032,.032,.481,.516,.601,.448,.353,.412,.447,.531,.026,14,.948,.140,.556,1.907083694555905,-0.4950724607309634,1.4120112338249418,4.373760081738071,-2.589954178413056,1.783805903325015,2.5585619188258732,-0.9491227602214638,1.609439158604409,3.521516429723277,3.521516429723277,2.412545419774877,0.0566968052969043,2.4692422250717807,-0.622301075525713
65,Eric Bledsoe,bledser01,30,2020,MIL,1246,0.295,2.9,13.6,8.6,28.2,1.6,1.5,15.0,24.2,2.2,2.3,4.6,0.175,.482,12.0,.697,.341,.192,.095,.068,.303,.542,.711,.360,.418,.385,.343,.303,.003,2,.450,.126,.273,2.222292626676064,0.9448545468295186,3.1671471735055827,1.467272674170267,1.9870055912353968,3.4542782654056636,2.129428205373668,1.131433394791241,3.2608616001649087,4.041951889420212,4.041951889420212,1.7171171997349093,0.9304565206409832,2.647573720375893,1.412285020568584
66,Bogdan Bogdanovic,bogdabo01,27,2020,SAC,1213,0.158,1.3,11.6,6.3,17.2,1.6,0.9,12.1,22.9,0.7,0.8,1.6,0.061,.430,18.7,.417,.117,.120,.097,.084,.583,.524,.641,.424,.453,.587,.363,.325,.004,2,.836,.175,.339,0.8160675895554201,-0.5282830793808483,0.2877845101745719,-2.276179622149733,0.81325635381338,-1.462923268336354,0.2330357587025731,-0.269061805228005,-0.0360260465254318,1.7454722730416432,1.7454722730416432,0.8453860968277748,0.1317077926328368,0.9770938894606116,-0.8372508310883869
67,Bojan Bogdanovic,bogdabo02,30,2020,UTA,1763,0.28800000000000003,1.9,11.1,6.7,10.1,0.8,0.3,12.9,25.9,2.6,1.6,4.2,0.114,.449,15.5,.509,.195,.206,.077,.031,.491,.475,.685,.363,.328,.269,.422,.512,.029,20,.866,.272,.486,1.1917595443133808,-1.500045296678941,-0.3082857523655607,4.986046674823035,0.0352113295838146,5.0212580044068496,1.983681544832195,-1.2800106736586507,0.7036708711735444,3.2431368913640424,3.2431368913640424,1.6071369678002692,-1.94953629998236,-0.3423993321820911,0.5312426902093184
68,Isaac Bonga,bongais01,20,2020,WAS,850,0.363,6.3,13.8,9.9,8.0,1.8,1.8,15.3,10.5,1.2,0.4,1.6,0.08900000000000001,.534,9.5,.724,.491,.172,.043,.018,.276,.585,.663,.500,.143,.333,.400,.580,.049,6,1.000,.422,.526,-0.0799316235411169,0.8421620092042446,0.7622303856631276,-0.026301273106591,6.104985148711934,6.0786838756053445,-0.0913456290340172,2.099899150090895,2.0085535210568772,2.116547563865962,2.116547563865962,-0.6935506620720409,1.5445120250756383,0.8509613630035973,0.2100835886832498
69,Devin Booker,bookede01,23,2020,PHO,1866,0.404,1.5,11.6,6.4,29.5,1.0,0.6,15.6,29.7,4.4,1.1,5.5,0.141,.494,14.0,.694,.236,.130,.211,.118,.306,.553,.747,.452,.473,.417,.360,.445,.017,17,.636,.094,.286,3.3502287181489914,-2.66567482245427,0.6845538956947208,6.067800901886899,-2.005901742525231,4.061899159361668,4.1466513875541295,-2.679079307275205,1.467572080278924,4.229070037778046,4.229070037778046,3.5115734634991385,-2.414203415747813,1.097370047751326,1.440281361997833
70,Chris Boucher,bouchch01,27,2020,TOR,607,0.399,14.3,20.4,17.4,4.9,1.3,6.5,7.1,19.9,1.4,1.2,2.7,0.21,.461,11.3,.635,.483,.113,.013,.026,.365,.568,.622,.462,.000,.333,.274,.687,.170,37,1.000,.143,.083,1.5675312747537007,2.025508917707199,3.5930401924609,0.1274012238976682,0.6569197100813975,0.7843209339790657,1.328443900217366,1.751052892133087,3.079496792350453,1.8473065099719868,1.8473065099719868,1.6123117685813548,1.655705107023873,3.268016875605228,0.0178173640591854
71,Ky Bowman,bowmaky01,22,2020,GSW,875,0.127,2.4,10.1,6.1,20.2,2.0,0.6,15.9,16.8,-0.5,0.4,0.0,-0.001,.405,14.8,.659,.216,.155,.145,.142,.341,.456,.641,.261,.442,.405,.307,.449,.044,11,.710,.248,.440,-3.3940274722334065,-1.1503703730318797,-4.544397845265285,-3.0149336647514464,3.2203887078325497,0.2054550430811037,-3.4588376081031345,-0.2497143197347108,-3.7085519278378465,-0.4392669497143141,-0.4392669497143141,-3.653487864431503,0.4455541555237384,-3.207933708907765,-0.5424621111787059
72,Avery Bradley,bradlav01,29,2020,LAL,911,0.068,2.1,8.2,5.2,6.6,1.6,0.3,10.8,15.9,0.2,1.0,1.2,0.063,.461,16.2,.594,.197,.090,.081,.226,.406,.522,.639,.500,.480,.443,.373,.771,.003,1,.894,.444,.339,-1.7508362281505232,-0.5502411965921203,-2.301077424742643,-1.85806280633931,1.268164347948094,-0.5898984583912155,-1.918945805897201,-0.2572828955409721,-2.176228701438173,0.2758216461845291,0.2758216461845291,-2.1039191225442297,0.7394293886827545,-1.364489733861475,0.2401842865126174
74,Mikal Bridges,bridgmi01,23,2020,PHO,1413,0.273,3.6,13.5,8.4,8.5,2.7,1.9,12.7,12.6,1.5,1.7,3.2,0.109,.503,12.0,.633,.414,.118,.071,.030,.367,.603,.721,.350,.333,.600,.331,.752,.118,34,1.000,.460,.386,-0.1348393871704886,1.5200468515515917,1.385207464381104,-0.6045124796078192,2.715053327593962,2.110540847986143,-0.253500664069329,1.8774479926301018,1.623947328560773,3.2769285369496517,3.2769285369496517,-0.8538877954290558,2.3285858470687844,1.4746980516397292,0.1690448243717435
75,Miles Bridges,bridgmi02,21,2020,CHA,1657,0.16899999999999998,4.8,15.3,9.8,9.0,1.0,2.2,11.2,19.5,0.6,1.0,1.5,0.045,.438,12.9,.598,.305,.224,.050,.019,.402,.503,.643,.361,.281,.500,.341,.497,.072,41,.955,.353,.407,-1.225793083628694,-1.390263957709186,-2.616057041337879,-1.41469414287193,-5.1419953443451965,-6.556689487217126,-1.278723172355597,-2.204411897733435,-3.4831350700890313,-0.6432569059338106,-0.6432569059338106,-1.4575927572275331,-2.4193946316898387,-3.8769873889173723,-0.3117494256694859
76,Malcolm Brogdon,brogdma01,27,2020,IND,1262,0.245,2.9,13.9,8.4,35.2,1.0,0.6,14.2,25.6,1.8,1.2,3.0,0.112,.430,13.9,.695,.328,.084,.099,.184,.305,.484,.526,.280,.559,.464,.308,.204,.010,6,.393,.077,.214,1.581572171643217,-0.2544377070645716,1.3271344645786451,-2.593515342238243,3.205482039320417,0.611966697082174,0.770828760967113,0.442437473374045,1.213266234341158,2.6101659322095543,2.6101659322095543,0.2103031780540535,-0.1245035177089003,0.0857996603451532,-0.4840841693652828
77,Dillon Brooks,brookdi01,24,2020,MEM,1528,0.194,3.7,8.8,6.3,10.3,1.6,1.2,9.8,24.5,0.2,1.1,1.3,0.04,.407,15.4,.615,.189,.146,.172,.109,.385,.426,.500,.354,.436,.381,.376,.537,.013,8,.884,.114,.353,-0.9229611708067518,-1.3138642747436,-2.2368254455503513,1.4936096050322842,-0.8303679552838671,0.6632416497484166,-0.4761549306066467,-1.284399068873543,-1.76055399948019,0.8018060942139853,0.8018060942139853,-0.4925522888361589,-0.2906955688259755,-0.7832478576621345,0.21341864494027998
78,Bruce Brown,brownbr01,23,2020,DET,1507,0.28300000000000003,4.0,14.4,9.2,19.8,2.0,1.6,17.2,15.9,0.6,1.4,2.0,0.063,.443,9.0,.785,.386,.347,.037,.014,.215,.472,.600,.358,.250,.333,.337,.373,.056,20,1.000,.609,.411,-1.545735264241255,2.2472768600433035,0.7015415958020481,-2.1577461743283317,-0.4184100161702272,-2.5761561904985593,-1.743440778572914,1.875321736652854,0.1318809580799398,2.234982647506119,2.234982647506119,-2.1414249284724094,1.5993871727754299,-0.5420377556969793,-1.256281713024572
79,Jaylen Brown,brownja02,23,2020,BOS,1480,0.289,3.4,16.9,10.2,10.4,1.6,0.7,12.4,24.6,1.9,2.1,4.0,0.129,.496,13.2,.638,.282,.202,.092,.062,.362,.562,.711,.426,.531,.372,.379,.476,.050,30,.927,.292,.459,0.9599220689083404,0.3534683738074199,1.31339044271576,0.6442163311381515,-2.829798330505351,-2.1855819993671997,0.917542603116161,-0.3353165777604989,0.5822260253556619,2.58094712631582,2.58094712631582,0.8297390121530743,0.3969745452174601,1.2267135573705343,0.3447996275377792
80,Sterling Brown,brownst02,24,2020,MIL,556,0.182,4.9,20.1,13.0,8.2,1.7,0.8,13.7,16.8,-0.1,1.1,1.1,0.091,.378,15.9,.486,.238,.135,.049,.065,.514,.433,.568,.320,.556,.083,.326,.487,.027,4,.903,.326,.452,-1.836368843089881,1.462954921688412,-0.3734139214014685,-2.3469974576060917,2.102684812742304,-0.244312644863788,-2.104722999386896,1.583845470861561,-0.5208775285253351,0.6443449706162515,0.6443449706162515,-1.707979393578144,0.6021172754172018,-1.1058621181609423,0.28125686752868395
81,Troy Brown Jr.,browntr01,20,2020,WAS,1292,0.229,4.5,19.7,11.8,12.3,2.4,0.3,9.9,16.9,1.2,0.8,2.0,0.07400000000000001,.462,13.0,.726,.285,.204,.099,.139,.274,.509,.685,.396,.386,.403,.336,.533,.036,14,.976,.246,.500,-0.4352905152307088,-0.0389592670584264,-0.4742497822891352,-1.5710304776583468,-0.5901081558790247,-2.1611386335373717,-0.7123778725592972,-0.0694350355610319,-0.7818129081203291,1.316932730249822,1.316932730249822,-0.4198043299632396,-0.3387184774793623,-0.7585228074426019,0.0361992890898456
82,Jalen Brunson,brunsja01,23,2020,DAL,1002,0.194,2.3,11.4,7.0,26.8,1.0,0.3,13.6,20.5,1.7,0.6,2.2,0.108,.466,13.6,.691,.178,.258,.139,.116,.309,.515,.623,.500,.500,.400,.358,.239,.000,0,.814,.233,.357,1.2109201849249271,0.0801048864493042,1.291025071374231,1.392501871436792,3.5276569282431582,4.9201587996799505,1.227402204923388,0.8013549616285089,2.028757166551897,2.47706863603483,2.47706863603483,1.406631908672623,-0.3496707762182402,1.056961132454382,-0.6015514943804439
83,Thomas Bryant,bryanth01,22,2020,WAS,738,0.292,8.4,23.7,15.8,12.8,0.6,3.0,12.4,18.6,1.8,0.3,2.2,0.141,.590,9.4,.835,.451,.147,.102,.135,.165,.640,.808,.487,.407,.417,.341,.775,.188,49,.867,.136,.333,-1.8712835161684018,-0.8832057088846643,-2.754489225053066,-0.0117771413365392,-5.204512473448577,-5.216289614785115,-1.609203724088478,-1.7383804920002568,-3.347584216088735,-0.2309168813255848,-0.2309168813255848,-1.7193815208438992,-2.3921167998338957,-4.111498320677795,0.3221470229814559
84,Reggie Bullock,bullore01,28,2020,NYK,545,0.075,2.2,8.1,5.0,8.5,2.1,0.0,5.9,17.1,0.2,0.3,0.5,0.042,.402,18.0,.500,.157,.074,.078,.191,.500,.461,.656,.200,.375,.436,.343,.681,.005,1,.971,.275,.321,-0.5545306173581372,0.3830832788554584,-0.1714473385026788,-0.9067077439582222,0.3416463089646972,-0.565061434993525,-0.601794906027322,0.4239004047629321,-0.1778945012643899,0.7379834657090943,0.7379834657090943,-0.7489559963737439,0.7796308992662533,0.0306749028925094,-0.1152781885382564
85,Trey Burke,burketr01,27,2020,PHI,329,0.142,5.0,6.6,5.8,24.2,1.0,0.3,8.2,19.3,0.6,0.3,0.9,0.134,.465,14.4,.701,.252,.118,.134,.197,.299,.483,.688,.200,.588,.320,.421,.395,.000,0,.938,.132,.800,2.0693186690644207,-1.519940675140012,0.5493779939244083,2.956527519710797,-1.6867554118624117,1.269772107848385,2.382658161031653,-1.7025803765737366,0.6800777844579162,0.5637715019790779,0.5637715019790779,1.3815815283058,-1.814067733847647,-0.4324862055418464,-2.124065647831162
86,Alec Burks,burksal01,28,2020,GSW,1404,0.37,2.7,15.0,8.6,17.6,1.7,1.1,9.7,23.7,1.7,0.9,2.5,0.087,.357,17.1,.607,.143,.107,.179,.179,.393,.412,1.000,.000,.400,.200,.273,.286,.036,1,1.000,.182,.500,1.694967881222134,-1.37533733464643,0.3196305465757037,-2.8971331067057235,0.0994845208257834,-2.7976485858799394,0.9545468128161668,-1.131711166170424,-0.1771643533542571,1.822901238810934,1.822901238810934,-0.1232148064590455,-0.7500913738213629,-0.8733061802804085,-0.0948997756311754
87,Alec Burks,burksal01,28,2020,PHI,1404,0.37,2.7,15.0,8.6,17.6,1.7,1.1,9.7,23.7,1.7,0.9,2.5,0.087,.357,17.1,.607,.143,.107,.179,.179,.393,.412,1.000,.000,.400,.200,.273,.286,.036,1,1.000,.182,.500,0.1088224964159581,0.8957936026014154,1.004616099017373,-9.701476339031805,4.462231521428233,-5.239244817603568,-1.906725124153293,1.658323531009025,-0.2484015931442678,0.0819954464707638,0.0819954464707638,1.3237391661138702,1.025100142529104,2.348839308642974,-1.18681547137848
88,Alec Burks,burksal01,28,2020,GSW,1404,0.37,2.7,15.0,8.6,17.6,1.7,1.1,9.7,23.7,1.7,0.9,2.5,0.087,.406,15.0,.627,.213,.168,.128,.118,.373,.424,.516,.347,.390,.408,.375,.475,.013,8,.726,.170,.395,1.694967881222134,-1.37533733464643,0.3196305465757037,-2.8971331067057235,0.0994845208257834,-2.7976485858799394,0.9545468128161668,-1.131711166170424,-0.1771643533542571,1.822901238810934,1.822901238810934,-0.1232148064590455,-0.7500913738213629,-0.8733061802804085,-0.0948997756311754
89,Alec Burks,burksal01,28,2020,PHI,1404,0.37,2.7,15.0,8.6,17.6,1.7,1.1,9.7,23.7,1.7,0.9,2.5,0.087,.406,15.0,.627,.213,.168,.128,.118,.373,.424,.516,.347,.390,.408,.375,.475,.013,8,.726,.170,.395,0.1088224964159581,0.8957936026014154,1.004616099017373,-9.701476339031805,4.462231521428233,-5.239244817603568,-1.906725124153293,1.658323531009025,-0.2484015931442678,0.0819954464707638,0.0819954464707638,1.3237391661138702,1.025100142529104,2.348839308642974,-1.18681547137848
90,Alec Burks,burksal01,28,2020,GSW,1390,0.373,2.8,15.2,8.7,17.6,1.7,1.1,9.8,23.8,1.7,0.9,2.6,0.08900000000000001,.357,17.1,.607,.143,.107,.179,.179,.393,.412,1.000,.000,.400,.200,.273,.286,.036,1,1.000,.182,.500,1.694967881222134,-1.37533733464643,0.3196305465757037,-2.8971331067057235,0.0994845208257834,-2.7976485858799394,0.9545468128161668,-1.131711166170424,-0.1771643533542571,1.822901238810934,1.822901238810934,-0.1232148064590455,-0.7500913738213629,-0.8733061802804085,-0.0948997756311754
91,Alec Burks,burksal01,28,2020,PHI,1390,0.373,2.8,15.2,8.7,17.6,1.7,1.1,9.8,23.8,1.7,0.9,2.6,0.08900000000000001,.357,17.1,.607,.143,.107,.179,.179,.393,.412,1.000,.000,.400,.200,.273,.286,.036,1,1.000,.182,.500,0.1088224964159581,0.8957936026014154,1.004616099017373,-9.701476339031805,4.462231521428233,-5.239244817603568,-1.906725124153293,1.658323531009025,-0.2484015931442678,0.0819954464707638,0.0819954464707638,1.3237391661138702,1.025100142529104,2.348839308642974,-1.18681547137848
92,Alec Burks,burksal01,28,2020,GSW,1390,0.373,2.8,15.2,8.7,17.6,1.7,1.1,9.8,23.8,1.7,0.9,2.6,0.08900000000000001,.406,15.0,.627,.213,.168,.128,.118,.373,.424,.516,.347,.390,.408,.375,.475,.013,8,.726,.170,.395,1.694967881222134,-1.37533733464643,0.3196305465757037,-2.8971331067057235,0.0994845208257834,-2.7976485858799394,0.9545468128161668,-1.131711166170424,-0.1771643533542571,1.822901238810934,1.822901238810934,-0.1232148064590455,-0.7500913738213629,-0.8733061802804085,-0.0948997756311754
93,Alec Burks,burksal01,28,2020,PHI,1390,0.373,2.8,15.2,8.7,17.6,1.7,1.1,9.8,23.8,1.7,0.9,2.6,0.08900000000000001,.406,15.0,.627,.213,.168,.128,.118,.373,.424,.516,.347,.390,.408,.375,.475,.013,8,.726,.170,.395,0.1088224964159581,0.8957936026014154,1.004616099017373,-9.701476339031805,4.462231521428233,-5.239244817603568,-1.906725124153293,1.658323531009025,-0.2484015931442678,0.0819954464707638,0.0819954464707638,1.3237391661138702,1.025100142529104,2.348839308642974,-1.18681547137848
98,Deonte Burton,burtode02,26,2020,OKC,254,0.129,2.3,14.3,8.5,5.6,0.8,3.0,8.4,18.6,-0.5,0.3,-0.2,-0.039,.368,14.3,.579,.326,.179,.021,.053,.421,.491,.677,.235,.000,.400,.200,.778,.042,4,.875,.225,.111,-5.994928364841075,-1.1933130172194681,-7.188241382060543,-7.955761248705269,0.4628780974924267,-7.492883151212842,-6.777246614170867,-0.9453239665667356,-7.722570580737603,-0.6427857035501355,-0.6427857035501355,-6.790221177867884,-2.0056211301049016,-8.795842307972785,-0.2554854817810509
99,Jimmy Butler,butleji01,30,2020,MIA,1582,0.6779999999999999,6.3,15.5,11.1,28.1,2.5,1.6,11.5,25.5,5.3,2.2,7.5,0.228,.453,10.5,.822,.323,.261,.139,.098,.178,.498,.662,.443,.371,.286,.246,.382,.073,47,.536,.184,.190,5.184389325740144,2.6749199079436248,7.859309233683769,0.5916133582010575,1.6070883855747151,2.198701743775772,4.501406239750395,2.60594133663927,7.107347576389666,8.060179723877278,8.060179723877278,4.292753019534734,2.1779044306841993,6.4706574502189325,-0.8415446397426417
100,Kentavious Caldwell-Pope,caldwke01,26,2020,LAL,1343,0.217,2.9,6.1,4.5,9.0,1.5,0.7,9.7,14.6,2.0,1.3,3.3,0.119,.468,16.2,.520,.233,.078,.098,.113,.480,.524,.645,.516,.359,.422,.406,.734,.033,11,.923,.370,.437,0.2960461322680813,-0.2261828706582964,0.0698632616097849,2.399403700749022,-2.3199490401870237,0.0794546605619986,0.7187057931814075,-0.7268806311029354,-0.008174837921528,1.9122118230306018,1.9122118230306018,0.2998052741471483,-0.22439357309047303,0.0754117010566753,-0.0029898588041676
101,Jevon Carter,carteje01,24,2020,PHO,578,0.105,3.9,10.7,7.3,12.9,2.5,1.6,15.0,13.8,0.2,0.6,0.8,0.068,.410,18.4,.449,.154,.083,.077,.135,.551,.400,.500,.231,.333,.429,.419,.357,.006,1,.889,.267,.348,-0.1931684018319598,0.4600330440980644,0.2668646422661046,-3.3785117222405,1.2906331450169541,-2.0878785772235458,-0.8807325301165875,0.6760184657676958,-0.2047140643488917,0.7720379414801722,0.7720379414801722,-0.8648042180000742,0.8609346986646503,-0.0038695193354239,-0.9329439178116326
102,Vince Carter,cartevi01,43,2020,ATL,749,0.112,2.0,13.5,7.7,8.3,1.2,2.7,9.9,16.8,-0.5,0.3,-0.1,-0.009000000000000001,.351,20.4,.336,.073,.092,.099,.073,.664,.466,.421,.542,.462,.421,.293,.463,.008,2,.863,.195,.353,-2.361528834151911,-2.348685920365166,-4.710214754517077,-4.728045034744202,2.3061298990086154,-2.421915135735587,-2.9756403575469683,-1.4579770378655048,-4.433617395412473,-0.6558738745147529,-0.6558738745147529,-1.7598251628098869,-2.886693396495315,-4.6465185593052025,0.0733054013541598
103,Wendell Carter Jr.,cartewe01,20,2020,CHI,1109,0.417,12.3,24.3,18.0,6.0,1.3,2.8,14.5,16.5,1.7,1.5,3.1,0.136,.537,5.9,.909,.579,.207,.084,.039,.091,.569,.704,.281,.500,.250,.214,.669,.256,71,1.000,.429,.167,-2.72068494289352,-0.1568769658061931,-2.877561908699713,-0.1346191417396709,4.131228959801525,3.9966098180618537,-2.291283986085995,0.701298988357577,-1.5899849977284182,0.6557579847715341,0.6557579847715341,-2.6373231176363587,1.4626974875596932,-1.174625630076666,-0.0920505348670873
104,Michael Carter-Williams,cartemi01,28,2020,ORL,566,0.35,5.4,13.9,9.5,23.1,3.0,2.5,14.3,18.3,0.3,0.9,1.3,0.108,.409,10.9,.729,.343,.304,.050,.033,.271,.470,.565,.418,.333,.167,.245,.484,.039,6,1.000,.245,.250,0.3126995147250859,4.061811318051446,4.374510832776531,-0.3640797164894676,0.6139121964698969,0.2498324799804294,0.2389989417979919,3.573636526137448,3.81263546793544,1.98314117176956,1.98314117176956,-0.06640915626810501,4.0187940058287595,3.9523848495606564,0.0500940248147513
105,Alex Caruso,carusal01,25,2020,LAL,908,0.29,1.4,9.8,5.7,12.1,2.7,1.4,14.0,13.7,0.5,1.3,1.8,0.097,.426,13.8,.579,.323,.132,.085,.038,.421,.478,.724,.161,.150,.222,.354,.569,.051,9,.886,.333,.333,-0.9002777685358079,3.803079555983772,2.9028017874479626,0.6796599972783595,4.897482861696077,5.577142858974437,-0.6575574385954104,4.1967391728225865,3.5391817342271743,2.9875236994499015,2.9875236994499015,-0.661296014449112,4.480170423616967,3.8188744091678535,0.0063616377065341
