Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
430,Iman Shumpert\shumpim01,SG,29,BRK,13,241,5.3,.403,.516,.109,3.9,10.4,7.2,6.8,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,.000,,-4.8,1.0,-3.8,-0.1
431,Pascal Siakam\siakapa01,PF,25,TOR,44,1538,18.9,.553,.306,.252,3.6,18.8,11.4,16.6,1.4,2.5,10.1,28.9,,1.6,2.5,4.1,.129,,0.4,1.0,1.4,1.3
432,Chris Silva\silvach01,PF,23,MIA,37,289,17.2,.666,.031,.692,20.7,19.6,20.1,9.3,1.5,5.8,26.1,17.5,,0.6,0.5,1.1,.177,,-0.4,2.7,2.3,0.3
433,Ben Simmons\simmobe01,PG,23,PHI,53,1926,20.7,.607,.010,.459,6.1,17.8,12.0,34.8,2.9,1.4,20.5,20.8,,3.8,3.4,7.2,.180,,1.8,3.3,5.1,3.5
434,Anfernee Simons\simonan01,SG,20,POR,55,1219,9.7,.517,.417,.173,1.9,9.5,5.7,9.6,0.7,0.6,9.8,18.7,,0.3,0.2,0.5,.019,,-1.7,-2.6,-4.3,-0.7
435,Alen Smailagić\smailal01,PF,19,GSW,12,118,16.0,.638,.306,.500,7.0,15.1,10.9,12.1,0.8,3.0,17.0,19.1,,0.2,0.1,0.3,.102,,-1.3,-1.2,-2.5,0.0
436,Marcus Smart\smartma01,SG,25,BOS,43,1358,13.8,.525,.589,.201,2.4,9.7,6.1,20.7,2.5,1.4,12.0,18.4,,1.4,2.0,3.4,.119,,1.3,0.8,2.1,1.4
437,Dennis Smith\smithde03,PG,22,NYK,30,465,6.8,.397,.273,.261,4.2,12.1,8.0,26.2,2.0,1.6,20.6,22.5,,-1.2,0.4,-0.8,-0.086,,-5.5,-0.5,-6.0,-0.5
438,Ish Smith\smithis01,PG,31,WAS,53,1400,14.0,.517,.258,.122,1.9,11.4,6.5,25.1,1.5,1.3,11.0,18.4,,1.3,0.3,1.6,.054,,-0.6,-1.8,-2.4,-0.1
439,Zhaire Smith\smithzh01,SG,20,PHI,7,32,1.1,.313,.273,.364,0.0,6.8,3.4,8.3,4.5,0.0,13.6,19.9,,-0.1,0.1,-0.1,-0.111,,-9.7,0.0,-9.7,-0.1
440,Tony Snell\snellto01,SF,28,DET,50,1373,9.6,.606,.678,.064,0.6,6.8,3.7,9.6,0.8,0.7,6.7,11.4,,1.8,0.4,2.2,.077,,0.3,-1.5,-1.2,0.3
441,Omari Spellman\spellom01,PF,22,GSW,49,886,14.5,.551,.373,.312,9.0,17.9,13.3,8.2,1.8,2.4,13.9,18.7,,0.5,0.7,1.3,.068,,-1.8,-0.3,-2.0,0.0
442,Max Strus\strusma01,SG,23,CHI,2,6,30.8,.727,.333,.333,17.5,0.0,9.1,0.0,0.0,0.0,0.0,24.5,,0.0,0.0,0.0,.319,,7.1,-9.6,-2.5,0.0
443,Edmond Sumner\sumneed01,PG,24,IND,20,268,10.2,.502,.325,.163,3.3,8.6,6.0,14.0,2.4,2.0,14.9,16.6,,-0.1,0.3,0.3,.047,,-2.6,0.6,-2.0,0.0
444,Caleb Swanigan\swanica01,PF,22,TOT,18,199,6.1,.495,.056,.278,11.0,24.3,17.7,10.5,0.5,2.6,36.3,13.6,,-0.3,0.2,-0.1,-0.022,,-5.8,1.3,-4.5,-0.1
444,Caleb Swanigan\swanica01,PF,22,SAC,7,23,0.0,.512,.000,.500,9.5,25.4,17.2,11.7,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.177,,-12.9,5.9,-7.0,0.0
444,Caleb Swanigan\swanica01,PF,22,POR,11,176,6.9,.493,.063,.250,11.2,24.2,17.8,10.3,0.3,1.9,32.4,12.6,,-0.1,0.1,0.0,-0.002,,-4.9,0.7,-4.1,-0.1
445,Jayson Tatum\tatumja01,PF,21,BOS,50,1707,19.5,.554,.374,.239,3.2,18.5,10.9,13.9,2.0,2.4,9.7,28.1,,2.1,2.8,4.9,.138,,1.2,0.7,2.0,1.7
446,Jeff Teague\teaguje01,PG,31,TOT,48,1251,14.9,.556,.242,.413,1.7,8.6,5.1,32.4,1.5,1.1,17.0,19.5,,1.8,0.6,2.4,.091,,-0.8,-2.3,-3.1,-0.3
446,Jeff Teague\teaguje01,PG,31,MIN,34,945,16.1,.578,.269,.444,1.6,8.4,4.9,33.0,1.2,1.1,16.4,20.2,,1.8,0.5,2.2,.114,,0.2,-2.4,-2.2,0.0
446,Jeff Teague\teaguje01,PG,31,ATL,14,306,11.2,.471,.144,.300,2.1,9.3,5.6,30.5,2.1,0.8,19.1,17.1,,0.0,0.1,0.1,.018,,-3.9,-2.0,-5.8,-0.3
447,Garrett Temple\templga01,SG,33,BRK,48,1353,9.8,.505,.660,.143,2.0,9.9,6.0,12.5,1.3,1.3,9.7,16.6,,0.3,1.4,1.7,.060,,-1.1,0.0,-1.2,0.3
448,Daniel Theis\theisda01,C,27,BOS,48,1100,17.2,.605,.220,.264,10.1,19.1,14.6,9.9,1.4,5.4,10.6,14.3,,2.4,2.0,4.4,.192,,0.9,3.7,4.6,1.8
449,Isaiah Thomas\thomais02,PG,30,WAS,40,925,11.7,.531,.444,.178,1.2,6.9,4.0,22.7,0.7,0.6,14.4,24.1,,0.2,-0.2,0.0,.000,,-0.8,-4.8,-5.6,-0.9
450,Khyri Thomas\thomakh01,SG,23,DET,2,6,3.9,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,,0.0,0.0,0.0,.029,,-4.8,-3.0,-7.8,0.0
451,Matt Thomas\thomama02,SG,25,TOR,24,250,13.2,.656,.675,.088,1.7,12.0,6.9,7.6,1.3,0.0,8.8,15.6,,0.4,0.3,0.7,.137,,0.7,-1.7,-0.9,0.1
452,Tristan Thompson\thomptr01,C,28,CLE,50,1531,16.9,.543,.028,.291,14.8,22.5,18.6,10.1,1.0,2.5,14.6,18.2,,1.8,0.9,2.7,.084,,-0.6,0.8,0.1,0.8
453,Matisse Thybulle\thybuma01,SG,22,PHI,47,953,9.8,.544,.643,.189,2.9,5.6,4.3,7.9,3.5,3.6,15.9,11.4,,0.1,1.7,1.8,.092,,-1.5,3.3,1.9,0.9
454,Anthony Tolliver\tollian01,PF,34,TOT,42,636,6.6,.482,.776,.157,4.8,14.9,9.9,6.4,0.9,1.3,14.9,11.2,,-0.1,0.3,0.2,.017,,-2.3,-0.6,-2.8,-0.1
454,Anthony Tolliver\tollian01,PF,34,POR,33,554,7.6,.515,.761,.162,5.1,15.2,10.2,6.7,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,.034,,-1.5,-0.7,-2.2,0.0
454,Anthony Tolliver\tollian01,PF,34,SAC,9,82,0.3,.252,.882,.118,2.7,12.8,7.6,4.6,2.4,1.2,18.3,11.6,,-0.2,0.1,-0.2,-0.100,,-7.2,0.4,-6.8,-0.1
455,Juan Toscano-Anderson\toscaju01,SF,26,GSW,3,47,8.6,.600,.200,.000,0.0,16.6,8.0,9.3,3.0,0.0,23.1,11.8,,0.0,0.0,0.0,.020,,-5.3,0.2,-5.1,0.0
456,Karl-Anthony Towns\townska01,C,24,MIN,35,1187,26.8,.642,.445,.363,8.1,25.8,16.7,23.2,1.3,2.9,13.2,28.9,,3.9,1.4,5.3,.214,,6.8,1.4,8.2,3.0
457,Gary Trent\trentga02,SG,21,POR,43,767,12.6,.574,.632,.085,2.4,6.3,4.4,6.8,1.8,1.1,4.5,14.8,,1.2,0.3,1.4,.090,,1.2,-1.6,-0.4,0.3
458,Allonzo Trier\trieral01,PG,24,NYK,20,246,12.2,.587,.541,.459,1.7,9.8,5.6,14.6,0.4,1.5,16.4,21.0,,0.2,0.1,0.3,.055,,-1.0,-3.2,-4.3,-0.1
459,P.J. Tucker\tuckepj01,PF,34,HOU,54,1887,8.7,.580,.670,.136,4.6,16.3,10.4,6.0,1.5,1.0,14.5,8.7,,1.5,1.9,3.4,.086,,-1.0,1.4,0.5,1.2
460,Rayjon Tucker\tuckera01,SG,22,UTA,12,74,4.4,.448,.316,.263,3.1,12.6,8.1,3.7,0.7,0.0,12.4,14.3,,-0.1,0.1,0.0,-0.008,,-5.5,-1.3,-6.8,-0.1
461,Evan Turner\turneev01,PG,31,ATL,19,251,6.9,.424,.075,.209,3.4,13.0,8.2,20.7,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.064,,-7.2,0.3,-7.0,-0.3
462,Myles Turner\turnemy01,C,23,IND,45,1308,14.6,.568,.453,.295,4.4,18.8,11.7,5.9,1.2,5.8,11.3,17.9,,0.9,2.0,2.9,.106,,-1.0,2.5,1.5,1.2
463,Jonas Valančiūnas\valanjo01,C,27,MEM,51,1327,22.2,.631,.132,.231,11.7,30.8,21.4,11.1,0.8,4.0,13.2,21.7,,2.9,1.8,4.8,.173,,0.9,1.7,2.6,1.6
464,Denzel Valentine\valende01,SF,26,CHI,30,366,12.7,.520,.616,.030,1.1,16.5,8.5,14.7,2.6,1.3,10.7,21.7,,0.0,0.5,0.4,.058,,-1.3,-0.5,-1.9,0.0
465,Jarred Vanderbilt\vandeja01,SF-PF,20,TOT,11,46,7.6,.676,.125,.250,7.1,14.4,10.7,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.016,,-5.9,1.8,-4.1,0.0
465,Jarred Vanderbilt\vandeja01,SF,20,DEN,9,41,7.2,.714,.000,.000,8.0,13.5,10.7,6.6,3.6,2.2,50.0,14.8,,-0.1,0.1,0.0,-0.031,,-6.2,2.9,-3.3,0.0
465,Jarred Vanderbilt\vandeja01,PF,20,MIN,2,5,11.2,.532,1.000,2.000,0.0,21.7,10.5,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,.112,,-3.5,-7.3,-10.8,0.0
466,Fred VanVleet\vanvlfr01,PG,25,TOR,45,1621,16.6,.551,.473,.249,1.2,9.6,5.5,27.9,2.5,0.8,12.4,22.2,,2.4,2.4,4.8,.143,,1.9,0.2,2.1,1.7
467,Gabe Vincent\vincega01,PG,23,MIA,4,41,1.3,.316,.842,.000,0.0,7.8,4.1,10.2,1.2,0.0,0.0,20.4,,-0.1,0.0,-0.1,-0.104,,-5.3,-4.5,-9.8,-0.1
468,Noah Vonleh\vonleno01,C-PF,24,TOT,30,359,15.3,.614,.172,.345,9.9,25.7,17.6,10.6,1.4,1.4,16.6,13.8,,0.6,0.4,1.0,.128,,-1.7,0.6,-1.1,0.1
468,Noah Vonleh\vonleno01,C,24,MIN,29,347,15.4,.605,.163,.326,9.9,25.6,17.5,10.9,1.5,1.4,16.2,13.9,,0.6,0.4,0.9,.129,,-1.8,0.9,-0.9,0.1
468,Noah Vonleh\vonleno01,PF,24,DEN,1,12,11.9,1.064,1.000,2.000,9.1,27.7,18.4,0.0,0.0,0.0,34.7,10.4,,0.0,0.0,0.0,.096,,-1.3,-6.2,-7.5,0.0
469,Nikola Vučević\vucevni01,C,29,ORL,44,1415,21.6,.533,.294,.159,8.3,28.2,17.9,20.8,1.4,2.6,7.7,26.0,,2.2,2.3,4.4,.150,,2.2,2.2,4.3,2.3
470,Dean Wade\wadede01,PF,23,CLE,10,54,13.9,.766,.300,.100,4.0,28.9,16.4,2.6,1.8,4.7,22.3,10.6,,0.0,0.1,0.1,.094,,-3.5,1.0,-2.4,0.0
471,Moritz Wagner\wagnemo01,C,22,WAS,26,527,18.0,.678,.326,.290,7.2,24.0,15.3,9.4,1.6,2.4,18.4,21.0,,0.9,0.4,1.3,.114,,0.7,-0.7,-0.1,0.3
472,Dion Waiters\waitedi01,SG,28,MIA,3,42,13.8,.530,.654,.038,0.0,28.0,14.6,12.4,0.0,4.7,10.2,30.9,,-0.1,0.1,0.0,.007,,-2.5,-2.0,-4.5,0.0
473,Kemba Walker\walkeke02,PG,29,BOS,46,1481,21.0,.579,.520,.270,2.3,11.4,6.9,24.6,1.5,1.5,10.1,27.7,,3.7,1.8,5.5,.178,,4.7,-0.9,3.8,2.2
474,Lonnie Walker\walkelo01,SG,21,SAS,46,634,11.3,.517,.266,.219,3.1,12.8,8.0,7.6,1.8,1.1,9.6,19.3,,0.0,0.4,0.4,.028,,-2.7,-1.8,-4.4,-0.4
475,Tyrone Wallace\wallaty01,SG,25,ATL,14,160,3.9,.389,.341,.386,2.0,12.9,7.4,11.0,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.2,-0.074,,-6.9,-1.3,-8.2,-0.3
476,Taurean Waller-Prince\princta02,SF,25,BRK,53,1573,9.9,.504,.588,.114,2.9,18.2,10.8,10.0,1.5,1.1,13.8,20.1,,-1.1,2.1,1.0,.032,,-2.4,0.5,-1.9,0.0
477,Derrick Walton\waltode01,PG,24,LAC,23,222,8.4,.626,.583,.250,0.9,5.9,3.5,12.6,0.8,0.0,9.1,8.2,,0.4,0.2,0.5,.110,,-0.9,-1.5,-2.4,0.0
478,Brad Wanamaker\wanambr01,PG,30,BOS,53,999,12.2,.557,.282,.352,1.4,9.8,5.7,19.3,1.9,1.0,15.5,16.0,,1.1,1.3,2.3,.112,,-1.4,0.0,-1.4,0.1
479,T.J. Warren\warretj01,SF,26,IND,52,1678,17.5,.600,.210,.231,3.1,9.6,6.4,6.6,1.8,1.3,7.0,22.6,,2.8,1.8,4.6,.131,,1.1,-0.8,0.3,1.0
480,P.J. Washington\washipj01,PF,21,CHO,47,1414,12.3,.550,.348,.244,3.1,17.2,9.9,10.8,1.5,2.5,12.9,17.7,,0.4,1.2,1.6,.054,,-2.0,0.7,-1.4,0.2
481,Yuta Watanabe\watanyu01,SG,25,MEM,9,49,7.9,.508,.286,.286,2.2,14.8,8.6,2.6,0.9,1.7,6.0,14.3,,0.0,0.0,0.0,.034,,-4.9,-1.8,-6.7,-0.1
482,Tremont Waters\watertr01,PG,22,BOS,9,73,8.2,.457,.536,.214,0.0,10.2,5.2,19.1,3.3,2.5,20.7,22.6,,-0.1,0.1,0.0,-0.011,,-4.8,0.5,-4.3,0.0
483,Paul Watson\watsopa01,SF-SG,25,TOT,4,22,-2.5,.063,.429,.286,0.0,14.6,7.3,21.8,2.1,0.0,0.0,14.9,,-0.1,0.0,-0.1,-0.206,,-11.1,-1.7,-12.8,-0.1
483,Paul Watson\watsopa01,SG,25,ATL,2,17,-7.1,.000,.429,.000,0.0,12.8,6.3,21.3,2.7,0.0,0.0,17.1,,-0.1,0.0,-0.1,-0.322,,-13.5,-2.0,-15.4,-0.1
483,Paul Watson\watsopa01,SF,25,TOR,2,5,13.2,.568,,,0.0,20.6,10.5,23.7,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,.189,,-3.1,-0.8,-3.9,0.0
484,Quinndary Weatherspoon\weathqu01,SG,23,SAS,1,4,-10.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.286,,-13.5,-3.7,-17.2,0.0
485,Russell Westbrook\westbru01,PG,31,HOU,45,1621,21.1,.531,.177,.292,4.7,18.5,11.6,35.7,2.1,0.8,14.6,34.2,,1.7,1.9,3.6,.106,,1.1,1.0,2.1,1.7
486,Coby White\whiteco01,SG,19,CHI,55,1337,10.1,.477,.482,.151,2.0,14.2,7.8,15.3,1.5,0.3,11.1,23.1,,-1.0,1.2,0.1,.005,,-2.8,-1.6,-4.4,-0.8
487,Derrick White\whitede01,SG,25,SAS,52,1237,15.6,.579,.339,.352,2.4,11.5,6.9,19.8,1.1,3.0,12.0,18.2,,2.1,0.7,2.7,.107,,0.7,-0.6,0.1,0.7
488,Hassan Whiteside\whiteha01,C,30,POR,51,1570,24.8,.640,.007,.356,13.4,33.2,23.5,5.9,0.6,8.2,13.5,19.5,,4.2,2.5,6.7,.205,,-0.1,3.2,3.1,2.0
489,Andrew Wiggins\wiggian01,SF-SG,24,TOT,45,1554,16.8,.543,.349,.275,3.2,12.4,7.7,18.6,1.1,2.2,11.0,27.8,,1.0,1.0,2.1,.063,,0.6,-1.2,-0.6,0.5
489,Andrew Wiggins\wiggian01,SF,24,MIN,42,1455,16.2,.535,.348,.262,3.3,12.7,7.9,18.4,0.9,2.1,10.8,28.0,,0.7,0.9,1.7,.055,,0.4,-1.3,-0.9,0.4
489,Andrew Wiggins\wiggian01,SG,24,GSW,3,99,25.3,.701,.375,.525,1.0,7.9,4.3,21.7,3.4,4.5,14.0,24.6,,0.3,0.1,0.4,.194,,3.6,0.0,3.6,0.1
490,Grant Williams\willigr01,PF,21,BOS,52,809,8.7,.528,.424,.297,6.8,11.5,9.2,8.9,1.3,3.3,18.7,12.1,,0.3,1.1,1.4,.082,,-2.0,1.9,-0.1,0.4
491,Johnathan Williams\willijo04,C,24,WAS,11,135,14.4,.643,.080,.200,11.7,23.3,17.3,5.8,0.3,3.8,12.8,9.6,,0.3,0.1,0.3,.114,,-1.4,-0.1,-1.5,0.0
492,Kenrich Williams\willike04,PF,25,NOP,35,779,7.7,.430,.671,.168,6.6,17.6,12.0,8.4,1.5,2.2,12.0,9.2,,0.1,0.7,0.8,.047,,-2.2,1.7,-0.5,0.3
493,Lou Williams\willilo02,SG,33,LAC,52,1562,17.3,.542,.331,.374,1.5,9.0,5.4,30.2,1.0,0.6,14.0,28.8,,2.0,1.4,3.4,.105,,1.0,-1.8,-0.8,0.5
494,Marvin Williams\willima02,PF,33,TOT,42,828,12.0,.599,.556,.243,2.0,13.2,7.4,7.5,1.6,2.4,9.5,13.8,,0.9,0.6,1.5,.090,,-1.2,-0.1,-1.4,0.1
494,Marvin Williams\willima02,PF,33,CHO,41,808,11.8,.593,.557,.238,1.9,13.2,7.3,7.7,1.6,2.5,9.7,13.9,,0.9,0.6,1.4,.085,,-1.3,0.0,-1.3,0.1
494,Marvin Williams\willima02,PF,33,MIL,1,20,17.0,.922,.500,.500,5.2,13.8,9.8,0.0,0.0,0.0,0.0,10.0,,0.1,0.0,0.1,.277,,2.2,-4.3,-2.1,0.0
495,Robert Williams\williro04,C,22,BOS,19,269,18.2,.671,.000,.286,9.3,25.4,17.4,10.7,3.1,7.2,22.5,11.3,,0.4,0.7,1.1,.195,,-1.1,7.0,5.9,0.5
496,Nigel Williams-Goss\willini01,PG,25,UTA,9,28,5.7,.254,.286,.286,8.2,11.1,9.7,22.2,1.7,3.0,20.2,15.4,,-0.1,0.0,0.0,-0.039,,-6.5,2.2,-4.3,0.0
497,Zion Williamson\willizi01,PF,19,NOP,10,274,25.4,.620,.076,.542,13.3,15.5,14.4,14.1,1.2,1.2,13.6,30.9,,0.7,0.2,0.9,.153,,2.4,-1.8,0.5,0.2
498,D.J. Wilson\wilsodj01,PF,23,MIL,26,235,7.8,.487,.570,.089,2.7,18.1,10.9,9.9,0.2,1.5,12.8,16.5,,-0.1,0.4,0.3,.055,,-4.1,-0.3,-4.4,-0.1
499,Justise Winslow\winslju01,SF,23,MIA,11,352,8.7,.440,.209,.209,5.3,17.3,11.6,18.6,1.0,1.4,14.6,20.7,,-0.4,0.4,0.0,.001,,-4.3,0.3,-3.9,-0.2
500,Christian Wood\woodch01,PF,24,DET,53,1013,22.6,.660,.283,.508,8.6,25.3,16.9,6.9,1.2,3.7,11.9,21.9,,2.8,1.2,4.0,.187,,1.1,-0.1,0.9,0.8
501,Delon Wright\wrighde01,SG,27,DAL,53,1116,16.6,.554,.297,.252,5.5,13.4,9.5,22.0,2.4,1.4,12.4,15.2,,2.3,1.2,3.5,.151,,1.0,1.2,2.2,1.2
502,Thaddeus Young\youngth01,PF,31,CHI,54,1296,12.2,.511,.365,.120,6.1,15.8,10.8,11.0,2.4,1.2,14.4,19.7,,-0.5,1.6,1.2,.043,,-2.4,0.7,-1.6,0.1
503,Trae Young\youngtr01,PG,21,ATL,50,1760,24.4,.599,.453,.444,1.8,11.8,6.7,45.9,1.5,0.2,16.4,35.0,,4.5,0.5,5.1,.138,,7.7,-2.7,5.0,3.1
504,Cody Zeller\zelleco01,C,27,CHO,50,1154,18.2,.563,.165,.340,12.7,21.1,16.7,10.8,1.4,1.8,11.6,20.9,,1.8,1.0,2.8,.118,,-0.1,-0.2,-0.3,0.5
505,Ante Žižić\zizican01,C,23,CLE,16,159,18.7,.621,.000,.306,9.6,28.8,19.1,2.9,1.8,2.1,8.3,16.2,,0.4,0.1,0.5,.151,,-2.4,-1.5,-3.9,-0.1
506,Ivica Zubac\zubaciv01,C,22,LAC,55,980,21.0,.637,.007,.408,15.0,25.2,20.2,8.7,0.5,4.9,11.9,16.6,,2.9,1.7,4.6,.224,,0.7,2.6,3.2,1.3
