player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Charles Brown Jr.,brownch02,2020,RS,ATL,87,40,-.2722943205548746,2.65837000086041,2.386075680305535,3.364354559660734,19.59055701976427,22.95491157942501,.6274551826843163,6.481288441166107,7.108743623850423,.2050201438881789,.2050201438881789,0,1.113487923501618,1.959316629005257,3.072804552506875,1.938523135257715
Jaylen Brown,brownja02,2020,RS,BOS,3145,1513,.9599220689083403,.3534683738074199,1.31339044271576,.6442163311381515,-2.829798330505351,-2.1855819993672,.917542603116161,-.3353165777604989,.582226025355662,2.58094712631582,2.58094712631582,0,.8297390121530743,.3969745452174601,1.226713557370534,.3447996275377792
Moses Brown,brownmo01,2020,RS,POR,74,33,-8.582283317769487,-11.38172851054368,-19.96401182831317,-8.870913242303885,-16.59795430478109,-25.46886754708498,-9.201159909744453,-13.09557036221874,-22.2967302719632,-.3340947862803417,-.3340947862803417,0,-6.4566546068315,-10.90358828862156,-17.36024289545306,1.548268818332355
Sterling Brown,brownst02,2020,RS,MIL,1254,565,-1.836368843089881,1.462954921688412,-.3734139214014685,-2.346997457606092,2.102684812742304,-.244312644863788,-2.104722999386896,1.583845470861561,-.5208775285253351,.6443449706162515,.6443449706162515,0,-1.707979393578144,.6021172754172018,-1.105862118160942,.281256867528684
Troy Brown Jr.,browntr01,2020,RS,WAS,2859,1311,-.4352905152307088,-.0389592670584264,-.4742497822891352,-1.571030477658347,-.5901081558790247,-2.161138633537372,-.7123778725592972,-.0694350355610319,-.7818129081203291,1.316932730249822,1.316932730249822,0,-.4198043299632396,-.3387184774793623,-.7585228074426019,.0361992890898456
Jalen Brunson,brunsja01,2020,RS,DAL,2145,1022,1.210920184924927,.0801048864493042,1.291025071374231,1.392501871436792,3.527656928243158,4.92015879967995,1.227402204923388,.8013549616285089,2.028757166551897,2.47706863603483,2.47706863603483,0,1.406631908672623,-.3496707762182402,1.056961132454382,-.6015514943804439
Thomas Bryant,bryanth01,2020,RS,WAS,1653,755,-1.871283516168402,-.8832057088846643,-2.754489225053066,-.0117771413365392,-5.204512473448576,-5.216289614785115,-1.609203724088478,-1.738380492000257,-3.347584216088735,-.2309168813255848,-.2309168813255848,0,-1.719381520843899,-2.392116799833896,-4.111498320677795,.3221470229814559
Reggie Bullock,bullore01,2020,RS,NYK,1176,563,-.5545306173581372,.3830832788554584,-.1714473385026788,-.9067077439582222,.3416463089646972,-.565061434993525,-.601794906027322,.4239004047629321,-.1778945012643899,.7379834657090943,.7379834657090943,0,-.7489559963737439,.7796308992662533,.0306749028925094,-.1152781885382564
Trey Burke,burketr01,2020,RS,PHI,664,329,2.069318669064421,-1.519940675140012,.5493779939244083,2.956527519710797,-1.686755411862412,1.269772107848385,2.382658161031653,-1.702580376573737,.6800777844579162,.5637715019790779,.5637715019790779,0,1.3815815283058,-1.814067733847647,-.4324862055418464,-2.124065647831162
Alec Burks,burksal01,2020,RS,GSW,2960,1390,1.694967881222134,-1.37533733464643,.3196305465757037,-2.897133106705723,.0994845208257834,-2.797648585879939,.9545468128161669,-1.131711166170424,-.1771643533542571,1.822901238810934,1.822901238810934,0,-.1232148064590455,-.7500913738213629,-.8733061802804085,-.0948997756311754
Alec Burks,burksal01,2020,RS,PHI,138,65,.1088224964159581,.8957936026014154,1.004616099017373,-9.701476339031803,4.462231521428234,-5.239244817603569,-1.906725124153293,1.658323531009025,-.2484015931442678,.0819954464707638,.0819954464707638,0,1.32373916611387,1.025100142529104,2.348839308642974,-1.18681547137848
Deonte Burton,burtode02,2020,RS,OKC,551,254,-5.994928364841075,-1.193313017219468,-7.188241382060543,-7.95576124870527,.4628780974924267,-7.492883151212843,-6.777246614170867,-.9453239665667355,-7.722570580737602,-.6427857035501355,-.6427857035501355,0,-6.790221177867884,-2.005621130104902,-8.795842307972785,-.2554854817810509
Jimmy Butler,butleji01,2020,RS,MIA,3289,1616,5.184389325740144,2.674919907943625,7.859309233683769,.5916133582010575,1.607088385574715,2.198701743775772,4.501406239750395,2.60594133663927,7.107347576389665,8.060179723877278,8.060179723877278,0,4.292753019534734,2.177904430684199,6.470657450218933,-.8415446397426417
Bruno Caboclo,cabocbr01,2020,RS,HOU,12,5,-25.14853391089928,19.75146093523463,-5.397072975664649,-14.93616512425658,-2.765314488098107,-17.70147961235468,-24.71707861822744,16.15666071984971,-8.560417898377736,-.0163589480603054,-.0163589480603054,0,-18.19799851464582,17.14720615745266,-1.05079235719316,10.57632289256412
Bruno Caboclo,cabocbr01,2020,RS,MEM,430,192,-3.892547142424581,4.311455757341912,.4189086149173309,-5.465938708450253,4.780217795966459,-.6857209124837933,-4.424676465181839,4.69823518983033,.273558724648491,.2973345643893649,.2973345643893649,0,-2.722908428100996,3.923291118167767,1.200382690066771,.3966771527483511
Kentavious Caldwell-Pope,caldwke01,2020,RS,LAL,2905,1367,.2960461322680813,-.2261828706582964,.0698632616097849,2.399403700749022,-2.319949040187024,.0794546605619986,.7187057931814075,-.7268806311029354,-.008174837921528,1.912211823030602,1.912211823030602,0,.2998052741471483,-.224393573090473,.0754117010566753,-.0029898588041676
Vlatko Cancar,cancavl01,2020,RS,DEN,83,38,-2.455516228135888,2.528524388405122,.0730081602692341,3.798187590964215,.8605732130381719,4.658760804002386,-1.312619645703558,2.313158106804899,1.00053846110134,.0737985287251316,.0737985287251316,0,-1.630679587910951,.4155949831023069,-1.215084604808645,1.521763759517969
Clint Capela,capelca01,2020,RS,HOU,2788,1279,-.9435384246107856,5.091450868245322,4.147912443634536,-1.664521659935287,.3867546448748256,-1.277767015060461,-1.218754580690752,4.409462904139344,3.190708323448592,3.881010249757386,3.881010249757386,0,-.9213947411543469,4.574070704161948,3.652675963007601,.116482383934744
DeMarre Carroll,carrode01,2020,RS,SAS,291,135,-3.818820773082759,.944119173683395,-2.874701599399364,1.069254083634367,3.227508816172251,4.296762899806618,-3.020253774419258,1.534242871565132,-1.486010902854126,.0872312512686438,.0872312512686438,0,-3.623746206705563,.8024456983700554,-2.821300508335508,.2009467146748221
DeMarre Carroll,carrode01,2020,RS,HOU,27,13,-4.753609019065194,-2.92043211411649,-7.674041133181683,5.526244354086803,-10.53598311984409,-5.009738765757289,-3.061620678888434,-4.792958472849007,-7.854579151737441,-.0341333239660058,-.0341333239660058,0,-7.720858233277257,-7.517458204625562,-15.23831643790282,.8337827637422626
Jevon Carter,carteje01,2020,RS,PHO,1285,600,-.1931684018319598,.4600330440980644,.2668646422661046,-3.3785117222405,1.290633145016954,-2.087878577223546,-.8807325301165875,.6760184657676958,-.2047140643488917,.7720379414801722,.7720379414801722,0,-.8648042180000742,.8609346986646503,-.0038695193354239,-.9329439178116326
Michael Carter-Williams,cartemi01,2020,RS,ORL,1219,592,.3126995147250859,4.061811318051446,4.374510832776532,-.3640797164894676,.613912196469897,.2498324799804294,.2389989417979919,3.573636526137448,3.81263546793544,1.98314117176956,1.98314117176956,0,-.066409156268105,4.01879400582876,3.952384849560656,.0500940248147513
Vince Carter,cartevi01,2020,RS,ATL,1674,763,-2.361528834151911,-2.348685920365166,-4.710214754517077,-4.728045034744202,2.306129899008615,-2.421915135735587,-2.975640357546969,-1.457977037865505,-4.433617395412474,-.6558738745147529,-.6558738745147529,0,-1.759825162809887,-2.886693396495315,-4.646518559305203,.0733054013541598
Wendell Carter Jr.,cartewe01,2020,RS,CHI,2326,1109,-2.72068494289352,-.1568769658061931,-2.877561908699713,-.1346191417396709,4.131228959801525,3.996609818061854,-2.291283986085995,.701298988357577,-1.589984997728418,.6557579847715341,.6557579847715341,0,-2.637323117636359,1.462697487559693,-1.174625630076666,-.0920505348670873
Alex Caruso,carusal01,2020,RS,LAL,1987,931,-.9002777685358079,3.803079555983771,2.902801787447963,.6796599972783595,4.897482861696077,5.577142858974437,-.6575574385954104,4.196739172822586,3.539181734227175,2.987523699449902,2.987523699449902,0,-.661296014449112,4.480170423616967,3.818874409167854,.0063616377065341
Willie Cauley-Stein,caulewi01,2020,RS,GSW,1974,940,-4.191677010541622,5.142280549802948,.9506035392613255,-2.126342563195257,2.519657172778074,.3933146095828173,-3.98389088937799,5.010492506338645,1.026601616960655,1.795953894004039,1.795953894004039,0,-4.330680612368391,4.737819572939988,.4071389605715972,-.8595160512461081
